College,Topic,Count,URL,TopicForAuthors,first_Author,URL_forAuthor1,second_Author,URL_forAuthor2,third_Author,URL_forAuthor3
College of Computing & Informatics,outreach,2,https:\/\/pages.charlotte.edu\/connections\/links\/outreach\/,cognitive science,Douglas Markant,https://pages.charlotte.edu/connections/people/dmarkant/,,,,
College of Computing & Informatics,big data analytics,2,https:\/\/pages.charlotte.edu\/connections\/links\/big-data-analytics\/,health,Stephanie Potochnick,https://pages.charlotte.edu/connections/people/spotochn/,Jennifer Langhinrichsen-Rohling,https://pages.charlotte.edu/connections/people/jlanghin/,Jhordin James Montegrico,https://pages.charlotte.edu/connections/people/jmontegr/
College of Computing & Informatics,image processing,2,https:\/\/pages.charlotte.edu\/connections\/links\/image-processing\/,outreach,Mirsad Hadzikadic,https://pages.charlotte.edu/connections/people/mirsad/,Bojan Cukic,https://pages.charlotte.edu/connections/people/bcukic/,,
College of Computing & Informatics,data visualization,2,https:\/\/pages.charlotte.edu\/connections\/links\/data-visualization\/,big data analytics,Angelina Tzacheva,https://pages.charlotte.edu/connections/people/aatzache/,,,,
College of Computing & Informatics,algorithm design,2,https:\/\/pages.charlotte.edu\/connections\/links\/algorithm-design\/,image processing,Thomas Weldon,https://pages.charlotte.edu/connections/people/tpweldon/,Min Shin,https://pages.charlotte.edu/connections/people/mcshin/,,
College of Computing & Informatics,social networks,2,https:\/\/pages.charlotte.edu\/connections\/links\/social-networks\/,data visualization,Dimitrios Papanikolaou,https://pages.charlotte.edu/connections/people/dpapanik/,Ming-Chun Lee,https://pages.charlotte.edu/connections/people/mlee137/,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/
College of Computing & Informatics,image analysis,2,https:\/\/pages.charlotte.edu\/connections\/links\/image-analysis\/,algorithm design,,,,,,
College of Computing & Informatics,parallel architecture in computers,2,https:\/\/pages.charlotte.edu\/connections\/links\/parallel-architecture-in-computers\/,social networks,,,,,,
College of Computing & Informatics,middleware,2,https:\/\/pages.charlotte.edu\/connections\/links\/middleware\/,image analysis,Min Shin,https://pages.charlotte.edu/connections/people/mcshin/,Jianping Fan,https://pages.charlotte.edu/connections/people/jfan/,,
College of Computing & Informatics,cyber-physical systems,2,https:\/\/pages.charlotte.edu\/connections\/links\/cyber-physical-systems\/,parallel architecture in computers,Erik Saule,https://pages.charlotte.edu/connections/people/esaule/,,,,
College of Computing & Informatics,algorithms and complexity,2,https:\/\/pages.charlotte.edu\/connections\/links\/algorithms-and-complexity\/,middleware,Erik Saule,https://pages.charlotte.edu/connections/people/esaule/,,,,
College of Computing & Informatics,intelligent systems,2,https:\/\/pages.charlotte.edu\/connections\/links\/intelligent-systems\/,cyber-physical systems,Weichao Wang,https://pages.charlotte.edu/connections/people/wwang22/,,,,
College of Computing & Informatics,software and information systems,2,https:\/\/pages.charlotte.edu\/connections\/links\/software-and-information-systems\/,algorithms and complexity,Erik Saule,https://pages.charlotte.edu/connections/people/esaule/,,,,
College of Computing & Informatics,privacy,2,https:\/\/pages.charlotte.edu\/connections\/links\/privacy\/,intelligent systems,Mary Maher,https://pages.charlotte.edu/connections/people/mmaher9/,,,,
College of Computing & Informatics,software engineering,2,https:\/\/pages.charlotte.edu\/connections\/links\/software-engineering\/,software and information systems,Dimitrios Papanikolaou,https://pages.charlotte.edu/connections/people/dpapanik/,Norman Long,https://pages.charlotte.edu/connections/people/nblong/,,
College of Computing & Informatics,databases,2,https:\/\/pages.charlotte.edu\/connections\/links\/databases\/,privacy,Justin Grandinetti,https://pages.charlotte.edu/connections/people/jgrandin/,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,Bojan Cukic,https://pages.charlotte.edu/connections/people/bcukic/
College of Computing & Informatics,security analytics,2,https:\/\/pages.charlotte.edu\/connections\/links\/security-analytics\/,software engineering,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
College of Computing & Informatics,immersive visualization,1,https:\/\/pages.charlotte.edu\/connections\/links\/immersive-visualization\/,databases,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,Angelina Tzacheva,https://pages.charlotte.edu/connections/people/aatzache/,,
College of Computing & Informatics,design education,1,https:\/\/pages.charlotte.edu\/connections\/links\/design-education\/,security analytics,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
College of Computing & Informatics,intelligent tutoring,1,https:\/\/pages.charlotte.edu\/connections\/links\/intelligent-tutoring\/,immersive visualization,Ming-Chun Lee,https://pages.charlotte.edu/connections/people/mlee137/,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/,,
College of Computing & Informatics,shared functional domain prediction,1,https:\/\/pages.charlotte.edu\/connections\/links\/shared-functional-domain-prediction\/,design education,Jeff Balmer,https://pages.charlotte.edu/connections/people/jdbalmer/,John Gero,https://pages.charlotte.edu/connections/people/jgero1/,,
College of Computing & Informatics,game analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/game-analytics\/,intelligent tutoring,,,,,,
College of Computing & Informatics,expression-based biomarkers,1,https:\/\/pages.charlotte.edu\/connections\/links\/expression-based-biomarkers\/,shared functional domain prediction,Susan Sell,https://pages.charlotte.edu/connections/people/ssell/,,,,
College of Computing & Informatics,graph analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/graph-analytics\/,game analytics,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/,,,,
College of Computing & Informatics,mixed \/ augmented reality,1,https:\/\/pages.charlotte.edu\/connections\/links\/mixed-augmented-reality\/,expression-based biomarkers,Susan Sell,https://pages.charlotte.edu/connections/people/ssell/,Christine Richardson,https://pages.charlotte.edu/connections/people/christine-richardson/,,
College of Computing & Informatics,information visualization,1,https:\/\/pages.charlotte.edu\/connections\/links\/information-visualization\/,graph analytics,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/,,,,
College of Computing & Informatics,diabetes genomics,1,https:\/\/pages.charlotte.edu\/connections\/links\/diabetes-genomics\/,mixed \/ augmented reality,Justin Grandinetti,https://pages.charlotte.edu/connections/people/jgrandin/,Ming-Chun Lee,https://pages.charlotte.edu/connections/people/mlee137/,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/
College of Computing & Informatics,design cognition,1,https:\/\/pages.charlotte.edu\/connections\/links\/design-cognition\/,information visualization,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/,,,,
College of Computing & Informatics,scientific visualization,1,https:\/\/pages.charlotte.edu\/connections\/links\/scientific-visualization\/,diabetes genomics,Susan Sell,https://pages.charlotte.edu/connections/people/ssell/,,,,
College of Computing & Informatics,security visualizaiton,1,https:\/\/pages.charlotte.edu\/connections\/links\/security-visualizaiton\/,design cognition,John Gero,https://pages.charlotte.edu/connections/people/jgero1/,,,,
College of Computing & Informatics,computational analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/computational-analysis\/,scientific visualization,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/,,,,
College of Computing & Informatics,social network analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/social-network-analysis\/,security visualizaiton,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/,,,,
College of Computing & Informatics,biomedical image analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/biomedical-image-analysis\/,computational analysis,Susan Sell,https://pages.charlotte.edu/connections/people/ssell/,,,,
College of Computing & Informatics,diversity,1,https:\/\/pages.charlotte.edu\/connections\/links\/diversity\/,social network analysis,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/,Shannon Reid,https://pages.charlotte.edu/connections/people/shannon-reid/,,
College of Computing & Informatics,educational uses of computers,1,https:\/\/pages.charlotte.edu\/connections\/links\/educational-uses-of-computers\/,biomedical image analysis,,,,,,
College of Computing & Informatics,design computing,1,https:\/\/pages.charlotte.edu\/connections\/links\/design-computing\/,diversity,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Chris Berry,https://pages.charlotte.edu/connections/people/cberry18/
College of Computing & Informatics,transcriptional regulatory networks,1,https:\/\/pages.charlotte.edu\/connections\/links\/transcriptional-regulatory-networks\/,educational uses of computers,Manuel A. Pérez Quiñones,https://pages.charlotte.edu/connections/people/mperez19/,,,,
College of Computing & Informatics,business analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/business-analytics\/,design computing,John Gero,https://pages.charlotte.edu/connections/people/jgero1/,,,,
College of Computing & Informatics,sensors,1,https:\/\/pages.charlotte.edu\/connections\/links\/sensors\/,transcriptional regulatory networks,ZhengChang Su,https://pages.charlotte.edu/connections/people/zcsu/,,,,
College of Computing & Informatics,software,1,https:\/\/pages.charlotte.edu\/connections\/links\/software\/,business analytics,SungJune Park,https://pages.charlotte.edu/connections/people/sungjune-park/,,,,
College of Computing & Informatics,pathogen genetics,1,https:\/\/pages.charlotte.edu\/connections\/links\/pathogen-genetics\/,sensors,Aidan Browne,https://pages.charlotte.edu/connections/people/abrowne5/,Matthew Whelan,https://pages.charlotte.edu/connections/people/mwhelan3/,,
College of Computing & Informatics,assistive technology,1,https:\/\/pages.charlotte.edu\/connections\/links\/assistive-technology\/,software,Cynthia Gibas,https://pages.charlotte.edu/connections/people/cgibas/,,,,
College of Computing & Informatics,gesture recognition,1,https:\/\/pages.charlotte.edu\/connections\/links\/gesture-recognition\/,pathogen genetics,Cynthia Gibas,https://pages.charlotte.edu/connections/people/cgibas/,,,,
College of Computing & Informatics,computational proteomics,1,https:\/\/pages.charlotte.edu\/connections\/links\/computational-proteomics\/,assistive technology,Min Shin,https://pages.charlotte.edu/connections/people/mcshin/,,,,
College of Computing & Informatics,motion analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/motion-analysis\/,gesture recognition,Min Shin,https://pages.charlotte.edu/connections/people/mcshin/,,,,
College of Computing & Informatics,object tracking,1,https:\/\/pages.charlotte.edu\/connections\/links\/object-tracking\/,computational proteomics,Xiuxia Du,https://pages.charlotte.edu/connections/people/xdu4/,,,,
College of Computing & Informatics,visual inspection,1,https:\/\/pages.charlotte.edu\/connections\/links\/visual-inspection\/,motion analysis,Min Shin,https://pages.charlotte.edu/connections/people/mcshin/,,,,
College of Computing & Informatics,computational metabolomics,1,https:\/\/pages.charlotte.edu\/connections\/links\/computational-metabolomics\/,object tracking,Min Shin,https://pages.charlotte.edu/connections/people/mcshin/,,,,
College of Computing & Informatics,empirical software engineering,1,https:\/\/pages.charlotte.edu\/connections\/links\/empirical-software-engineering\/,visual inspection,Min Shin,https://pages.charlotte.edu/connections/people/mcshin/,,,,
College of Computing & Informatics,personal information management,1,https:\/\/pages.charlotte.edu\/connections\/links\/personal-information-management\/,computational metabolomics,Xiuxia Du,https://pages.charlotte.edu/connections/people/xdu4/,,,,
College of Computing & Informatics,identity assurance,1,https:\/\/pages.charlotte.edu\/connections\/links\/identity-assurance\/,empirical software engineering,Bojan Cukic,https://pages.charlotte.edu/connections/people/bcukic/,,,,
College of Computing & Informatics,resilient computing,1,https:\/\/pages.charlotte.edu\/connections\/links\/resilient-computing\/,personal information management,Manuel A. Pérez Quiñones,https://pages.charlotte.edu/connections/people/mperez19/,,,,
College of Computing & Informatics,smart cities,1,https:\/\/pages.charlotte.edu\/connections\/links\/smart-cities\/,identity assurance,Bojan Cukic,https://pages.charlotte.edu/connections/people/bcukic/,,,,
College of Computing & Informatics,plant pathology,1,https:\/\/pages.charlotte.edu\/connections\/links\/plant-pathology\/,resilient computing,Bojan Cukic,https://pages.charlotte.edu/connections/people/bcukic/,,,,
College of Computing & Informatics,tumor genomics,1,https:\/\/pages.charlotte.edu\/connections\/links\/tumor-genomics\/,smart cities,Dimitrios Papanikolaou,https://pages.charlotte.edu/connections/people/dpapanik/,Bojan Cukic,https://pages.charlotte.edu/connections/people/bcukic/,,
College of Computing & Informatics,visual recognition,1,https:\/\/pages.charlotte.edu\/connections\/links\/visual-recognition\/,plant pathology,Cory Brouwer,https://pages.charlotte.edu/connections/people/cbrouwer/,,,,
College of Computing & Informatics,imaging and modeling,1,https:\/\/pages.charlotte.edu\/connections\/links\/imaging-and-modeling\/,tumor genomics,Susan Sell,https://pages.charlotte.edu/connections/people/ssell/,,,,
College of Computing & Informatics,large scale software design,1,https:\/\/pages.charlotte.edu\/connections\/links\/large-scale-software-design\/,visual recognition,Jianping Fan,https://pages.charlotte.edu/connections/people/jfan/,,,,
College of Computing & Informatics,simulation and control,1,https:\/\/pages.charlotte.edu\/connections\/links\/simulation-and-control\/,imaging and modeling,,,,,,
College of Computing & Informatics,computational biophysics,1,https:\/\/pages.charlotte.edu\/connections\/links\/computational-biophysics\/,large scale software design,,,,,,
College of Computing & Informatics,agent-based modeling and simulation,1,https:\/\/pages.charlotte.edu\/connections\/links\/agent-based-modeling-and-simulation\/,simulation and control,,,,,,
College of Computing & Informatics,pathogen tracking,1,https:\/\/pages.charlotte.edu\/connections\/links\/pathogen-tracking\/,computational biophysics,,,,,,
College of Computing & Informatics,personal genome computing,1,https:\/\/pages.charlotte.edu\/connections\/links\/personal-genome-computing\/,agent-based modeling and simulation,William Tolone,https://pages.charlotte.edu/connections/people/wjtolone/,,,,
College of Computing & Informatics,computational biolog,1,https:\/\/pages.charlotte.edu\/connections\/links\/computational-biolog\/,pathogen tracking,Daniel Janies,https://pages.charlotte.edu/connections/people/djanies/,,,,
College of Computing & Informatics,protein structure prediction,1,https:\/\/pages.charlotte.edu\/connections\/links\/protein-structure-prediction\/,personal genome computing,Weijun Luo,https://pages.charlotte.edu/connections/people/wluo3/,,,,
College of Computing & Informatics,biomedical research,1,https:\/\/pages.charlotte.edu\/connections\/links\/biomedical-research\/,computational biolog,,,,,,
College of Computing & Informatics,oxidative stress,1,https:\/\/pages.charlotte.edu\/connections\/links\/oxidative-stress\/,protein structure prediction,Jun-tao Guo,https://pages.charlotte.edu/connections/people/jguo4/,,,,
College of Computing & Informatics,alternative splicing,1,https:\/\/pages.charlotte.edu\/connections\/links\/alternative-splicing\/,biomedical research,Kristen Funk Johnson,https://pages.charlotte.edu/connections/people/kfunk/,Didier Dreau,https://pages.charlotte.edu/connections/people/didier-dreau/,,
College of Computing & Informatics,multimedia,1,https:\/\/pages.charlotte.edu\/connections\/links\/multimedia\/,oxidative stress,Jun-tao Guo,https://pages.charlotte.edu/connections/people/jguo4/,,,,
College of Computing & Informatics,plant pathologies,1,https:\/\/pages.charlotte.edu\/connections\/links\/plant-pathologies\/,alternative splicing,Jun-tao Guo,https://pages.charlotte.edu/connections/people/jguo4/,,,,
College of Computing & Informatics,systems biology,1,https:\/\/pages.charlotte.edu\/connections\/links\/systems-biology\/,multimedia,Jennifer Wallace,https://pages.charlotte.edu/connections/people/jwalla52/,Marek Ranis,https://pages.charlotte.edu/connections/people/mpranis/,,
College of Computing & Informatics,personalized medicine,1,https:\/\/pages.charlotte.edu\/connections\/links\/personalized-medicine\/,plant pathologies,Jessica Schlueter,https://pages.charlotte.edu/connections/people/jschluet/,,,,
College of Computing & Informatics,computational inference of pathways,1,https:\/\/pages.charlotte.edu\/connections\/links\/computational-inference-of-pathways\/,systems biology,Tingting Xiang,https://pages.charlotte.edu/connections/people/txiang/,Weijun Luo,https://pages.charlotte.edu/connections/people/wluo3/,,
College of Computing & Informatics,heuristic search,1,https:\/\/pages.charlotte.edu\/connections\/links\/heuristic-search\/,personalized medicine,Yinghao Pan,https://pages.charlotte.edu/connections/people/ypan8/,Weijun Luo,https://pages.charlotte.edu/connections/people/wluo3/,,
College of Computing & Informatics,eukaryotic cells,1,https:\/\/pages.charlotte.edu\/connections\/links\/eukaryotic-cells\/,computational inference of pathways,ZhengChang Su,https://pages.charlotte.edu/connections/people/zcsu/,,,,
College of Computing & Informatics,metabolic pathways,1,https:\/\/pages.charlotte.edu\/connections\/links\/metabolic-pathways\/,heuristic search,,,,,,
College of Computing & Informatics,prokaryotic cells,1,https:\/\/pages.charlotte.edu\/connections\/links\/prokaryotic-cells\/,eukaryotic cells,ZhengChang Su,https://pages.charlotte.edu/connections/people/zcsu/,Didier Dreau,https://pages.charlotte.edu/connections/people/didier-dreau/,,
College of Computing & Informatics,high throughput genomic data analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/high-throughput-genomic-data-analysis\/,metabolic pathways,ZhengChang Su,https://pages.charlotte.edu/connections/people/zcsu/,,,,
College of Computing & Informatics,signaling pathways,1,https:\/\/pages.charlotte.edu\/connections\/links\/signaling-pathways\/,prokaryotic cells,ZhengChang Su,https://pages.charlotte.edu/connections/people/zcsu/,,,,
College of Computing & Informatics,computational method development and implementation,1,https:\/\/pages.charlotte.edu\/connections\/links\/computational-method-development-and-implementation\/,high throughput genomic data analysis,Weijun Luo,https://pages.charlotte.edu/connections/people/wluo3/,,,,
College of Computing & Informatics,complex diseases,1,https:\/\/pages.charlotte.edu\/connections\/links\/complex-diseases\/,signaling pathways,ZhengChang Su,https://pages.charlotte.edu/connections/people/zcsu/,Didier Dreau,https://pages.charlotte.edu/connections/people/didier-dreau/,Andrew Truman,https://pages.charlotte.edu/connections/people/andrew-truman/
College of Computing & Informatics,biomedical informatics,1,https:\/\/pages.charlotte.edu\/connections\/links\/biomedical-informatics\/,computational method development and implementation,Weijun Luo,https://pages.charlotte.edu/connections/people/wluo3/,,,,
College of Computing & Informatics,single-cell transcriptome sequencing,1,https:\/\/pages.charlotte.edu\/connections\/links\/single-cell-transcriptome-sequencing\/,complex diseases,Weijun Luo,https://pages.charlotte.edu/connections/people/wluo3/,,,,
College of Computing & Informatics,biostatistics,1,https:\/\/pages.charlotte.edu\/connections\/links\/biostatistics\/,biomedical informatics,Weijun Luo,https://pages.charlotte.edu/connections/people/wluo3/,,,,
College of Computing & Informatics,algorithm analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/algorithm-analysis\/,single-cell transcriptome sequencing,ZhengChang Su,https://pages.charlotte.edu/connections/people/zcsu/,,,,
College of Computing & Informatics,agent-based integration,1,https:\/\/pages.charlotte.edu\/connections\/links\/agent-based-integration\/,biostatistics,Yinghao Pan,https://pages.charlotte.edu/connections/people/ypan8/,Qingning Zhou,https://pages.charlotte.edu/connections/people/qzhou8/,Jun Song,https://pages.charlotte.edu/connections/people/jsong19/
College of Computing & Informatics,distributed algorithms,1,https:\/\/pages.charlotte.edu\/connections\/links\/distributed-algorithms\/,algorithm analysis,,,,,,
College of Computing & Informatics,nucleic acids,1,https:\/\/pages.charlotte.edu\/connections\/links\/nucleic-acids\/,agent-based integration,William Tolone,https://pages.charlotte.edu/connections/people/wjtolone/,,,,
College of Computing & Informatics,regulatory pathway,1,https:\/\/pages.charlotte.edu\/connections\/links\/regulatory-pathway\/,distributed algorithms,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,,,
College of Computing & Informatics,collaborative systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/collaborative-systems\/,nucleic acids,Jennifer Weller,https://pages.charlotte.edu/connections/people/jweller2/,,,,
College of Computing & Informatics,critical infrastructure protection,1,https:\/\/pages.charlotte.edu\/connections\/links\/critical-infrastructure-protection\/,regulatory pathway,Jun-tao Guo,https://pages.charlotte.edu/connections/people/jguo4/,,,,
College of Computing & Informatics,information environments,1,https:\/\/pages.charlotte.edu\/connections\/links\/information-environments\/,collaborative systems,William Tolone,https://pages.charlotte.edu/connections/people/wjtolone/,,,,
College of Computing & Informatics,meta-level architectures,1,https:\/\/pages.charlotte.edu\/connections\/links\/meta-level-architectures\/,critical infrastructure protection,William Tolone,https://pages.charlotte.edu/connections/people/wjtolone/,,,,
College of Computing & Informatics,secure collaboration architectures,1,https:\/\/pages.charlotte.edu\/connections\/links\/secure-collaboration-architectures\/,information environments,William Tolone,https://pages.charlotte.edu/connections/people/wjtolone/,,,,
College of Computing & Informatics,science impact analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/science-impact-analysis\/,meta-level architectures,William Tolone,https://pages.charlotte.edu/connections/people/wjtolone/,,,,
College of Computing & Informatics,text analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/text-analytics\/,secure collaboration architectures,William Tolone,https://pages.charlotte.edu/connections/people/wjtolone/,,,,
College of Computing & Informatics,distributed systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/distributed-systems\/,science impact analysis,Wenwen Dou,https://pages.charlotte.edu/connections/people/wdou1/,,,,
College of Computing & Informatics,online learning,1,https:\/\/pages.charlotte.edu\/connections\/links\/online-learning\/,text analytics,Wenwen Dou,https://pages.charlotte.edu/connections/people/wdou1/,,,,
College of Computing & Informatics,games,1,https:\/\/pages.charlotte.edu\/connections\/links\/games\/,distributed systems,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,,,
College of Computing & Informatics,multimedia communication,1,https:\/\/pages.charlotte.edu\/connections\/links\/multimedia-communication\/,online learning,Susan Oyarzun,https://pages.charlotte.edu/connections/people/seallred/,,,,
College of Computing & Informatics,protein-dna interactions,1,https:\/\/pages.charlotte.edu\/connections\/links\/protein-dna-interactions\/,games,Heather Freeman,https://pages.charlotte.edu/connections/people/hdfreema/,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,
College of Computing & Informatics,real-time systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/real-time-systems\/,multimedia communication,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,,,
College of Computing & Informatics,simulation and modeling,1,https:\/\/pages.charlotte.edu\/connections\/links\/simulation-and-modeling\/,protein-dna interactions,Jun-tao Guo,https://pages.charlotte.edu/connections/people/jguo4/,,,,
College of Computing & Informatics,surveillance systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/surveillance-systems\/,real-time systems,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,,,
College of Computing & Informatics,task analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/task-analysis\/,simulation and modeling,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,,,
College of Computing & Informatics,biochemical analyses,1,https:\/\/pages.charlotte.edu\/connections\/links\/biochemical-analyses\/,surveillance systems,Justin Grandinetti,https://pages.charlotte.edu/connections/people/jgrandin/,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,
College of Computing & Informatics,packaging applications,1,https:\/\/pages.charlotte.edu\/connections\/links\/packaging-applications\/,task analysis,Harini Ramaprasad,https://pages.charlotte.edu/connections/people/hramapra/,,,,
College of Computing & Informatics,automotive robotics,1,https:\/\/pages.charlotte.edu\/connections\/links\/automotive-robotics\/,biochemical analyses,Srinivas Akella,https://pages.charlotte.edu/connections/people/sakella/,,,,
College of Computing & Informatics,computer science education,1,https:\/\/pages.charlotte.edu\/connections\/links\/computer-science-education\/,packaging applications,Srinivas Akella,https://pages.charlotte.edu/connections/people/sakella/,,,,
College of Computing & Informatics,static timing analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/static-timing-analysis\/,automotive robotics,Srinivas Akella,https://pages.charlotte.edu/connections/people/sakella/,,,,
College of Computing & Informatics,text mining,1,https:\/\/pages.charlotte.edu\/connections\/links\/text-mining\/,computer science education,,,,,,
College of Computing & Informatics,tatic analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/tatic-analysis\/,static timing analysis,Harini Ramaprasad,https://pages.charlotte.edu/connections/people/hramapra/,,,,
College of Computing & Informatics,advanced manufacturing system security,1,https:\/\/pages.charlotte.edu\/connections\/links\/advanced-manufacturing-system-security\/,text mining,Sangkil Moon,https://pages.charlotte.edu/connections/people/smoon13/,,,,
College of Computing & Informatics,cloud computing environments,1,https:\/\/pages.charlotte.edu\/connections\/links\/cloud-computing-environments\/,tatic analysis,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,critical infrastructures,1,https:\/\/pages.charlotte.edu\/connections\/links\/critical-infrastructures\/,advanced manufacturing system security,Weichao Wang,https://pages.charlotte.edu/connections/people/wwang22/,,,,
College of Computing & Informatics,pervasive systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/pervasive-systems\/,cloud computing environments,Weichao Wang,https://pages.charlotte.edu/connections/people/wwang22/,,,,
College of Computing & Informatics,wireless networks,1,https:\/\/pages.charlotte.edu\/connections\/links\/wireless-networks\/,critical infrastructures,Weichao Wang,https://pages.charlotte.edu/connections/people/wwang22/,,,,
College of Computing & Informatics,affective computing,1,https:\/\/pages.charlotte.edu\/connections\/links\/affective-computing\/,pervasive systems,Weichao Wang,https://pages.charlotte.edu/connections/people/wwang22/,,,,
College of Computing & Informatics,speech interface,1,https:\/\/pages.charlotte.edu\/connections\/links\/speech-interface\/,wireless networks,Jiang Xie,https://pages.charlotte.edu/connections/people/jxie1/,Weichao Wang,https://pages.charlotte.edu/connections/people/wwang22/,,
College of Computing & Informatics,virtual agents,1,https:\/\/pages.charlotte.edu\/connections\/links\/virtual-agents\/,affective computing,Dale-Marie Wilson,https://pages.charlotte.edu/connections/people/dwilso1/,,,,
College of Computing & Informatics,deepQA,1,https:\/\/pages.charlotte.edu\/connections\/links\/deepqa\/,speech interface,Dale-Marie Wilson,https://pages.charlotte.edu/connections/people/dwilso1/,,,,
College of Computing & Informatics,program-proof co-development,1,https:\/\/pages.charlotte.edu\/connections\/links\/program-proof-co-development\/,virtual agents,Dale-Marie Wilson,https://pages.charlotte.edu/connections/people/dwilso1/,,,,
College of Computing & Informatics,natural language understanding,1,https:\/\/pages.charlotte.edu\/connections\/links\/natural-language-understanding\/,deepQA,Wlodek Zadrozny,https://pages.charlotte.edu/connections/people/wzadrozn/,,,,
College of Computing & Informatics,medical imaging,1,https:\/\/pages.charlotte.edu\/connections\/links\/medical-imaging\/,program-proof co-development,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,cyber agility,1,https:\/\/pages.charlotte.edu\/connections\/links\/cyber-agility\/,natural language understanding,Wlodek Zadrozny,https://pages.charlotte.edu/connections/people/wzadrozn/,,,,
College of Computing & Informatics,intrusion detection,1,https:\/\/pages.charlotte.edu\/connections\/links\/intrusion-detection\/,medical imaging,,,,,,
College of Computing & Informatics,moving target defense,1,https:\/\/pages.charlotte.edu\/connections\/links\/moving-target-defense\/,cyber agility,,,,,,
College of Computing & Informatics,security configuration analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/security-configuration-analytics\/,intrusion detection,,,,,,
College of Computing & Informatics,security metrics,1,https:\/\/pages.charlotte.edu\/connections\/links\/security-metrics\/,moving target defense,,,,,,
College of Computing & Informatics,computer integrated manufacturing,1,https:\/\/pages.charlotte.edu\/connections\/links\/computer-integrated-manufacturing\/,security configuration analytics,,,,,,
College of Computing & Informatics,electronic commerce,1,https:\/\/pages.charlotte.edu\/connections\/links\/electronic-commerce\/,security metrics,,,,,,
College of Computing & Informatics,enterprise integration,1,https:\/\/pages.charlotte.edu\/connections\/links\/enterprise-integration\/,computer integrated manufacturing,Bei-Tseng Chu,https://pages.charlotte.edu/connections/people/billchu/,,,,
College of Computing & Informatics,security policies,1,https:\/\/pages.charlotte.edu\/connections\/links\/security-policies\/,electronic commerce,Bei-Tseng Chu,https://pages.charlotte.edu/connections/people/billchu/,,,,
College of Computing & Informatics,program equivalence,1,https:\/\/pages.charlotte.edu\/connections\/links\/program-equivalence\/,enterprise integration,Bei-Tseng Chu,https://pages.charlotte.edu/connections/people/billchu/,,,,
College of Computing & Informatics,information security,1,https:\/\/pages.charlotte.edu\/connections\/links\/information-security\/,security policies,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,medical informatics,1,https:\/\/pages.charlotte.edu\/connections\/links\/medical-informatics\/,program equivalence,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
